rotten_tomatoes_link,movie_title,movie_info,critics_consensus,content_rating,genres,directors,authors,actors,original_release_date,streaming_release_date,runtime,production_company,tomatometer_status,tomatometer_rating,tomatometer_count,audience_status,audience_rating,audience_count,tomatometer_top_critics_count,tomatometer_fresh_critics_count,tomatometer_rotten_critics_count,inicial
m/cabaret,Cabaret,"In Berlin in 1931, American cabaret singer Sally Bowles (Liza Minnelli) meets British academic Brian Roberts (Michael York), who is finishing his university studies. Despite Brian's confusion over his sexuality, the pair become lovers, but the arrival of the wealthy and decadent playboy Maximilian von Heune (Helmut Griem) complicates matters for them both. This love triangle plays out against the rise of the Nazi party and the collapse of the Weimar Republic.","Great performances and evocative musical numbers help Cabaret secure its status as a stylish, socially conscious classic.",PG,"Classics, Drama, Musical & Performing Arts",Bob Fosse,"Jay Presson Allen, Hugh Wheeler","Liza Minnelli, Joel Grey, Michael York, Marisa Berenson, Helmut Griem, Fritz Wepper, Elisabeth Neumann-Viertel, Sigrid Von Richtofen, George Hartmann, Helen Vita, Gerd Vespermann, Ralf Wolter, Georg Hartmann, Ricky Renee, Estrongo Nachama, Kathryn Doby, Inge Jaeger, Angelika Koch, Helen Velkovorska, Gitta Schmidt, Louise Quick",1972-02-13,2008-01-01,124.0,Twentieth Century Fox Home Entertainment,Certified-Fresh,93.0,43.0,Upright,87.0,36098.0,8,40,3,C
m/cabaret_balkan,Cabaret Balkan Bure Baruta,"On a harsh winter night in Belgrade, Serbia, an ex-con working as a taxi driver (Nebojsa Glogovac) has a series of bizarre encounters with tragic passengers from all walks of life, each a part of a patchwork of stories. Elsewhere, Ana (Mirjana Jokovic) survives a bus hijacking, only to find herself caught between a drug dealer and an angry boyfriend. And on the other side of town, passionate showman Boris (Nikola Ristanovski) struggles to entertain a tough crowd in a smoky cabaret.",,R,"Art House & International, Comedy, Drama",Goran Paskaljevic,,"Nikola Ristanovski, Nebojsa Glogovac, Miki Manojlovic, Marko Urosevic, Bogdan Diklic, Dragan Nikolic, Mira Banjac, Danilo 'Bata' Stojkovic, Velimir 'Bata' Zivojinovic, Nebojsa Milovanovic, Aleksandar Bercek, Lazar Ristovski, Voja Brajovic, Ana Sofrenovic, Sergej Trifunovic, Mirjana Jokovic, Ivan Bekjarev, Milena Dravic, Toni Mihajlovski, Ljuba Tadic",1999-07-23,2016-11-19,102.0,Paramount Classics,Fresh,79.0,14.0,Upright,85.0,871.0,6,11,3,C
m/cabin_boy,Cabin Boy,A prep-school snob (Chris Elliott) en route to Hawaii meets unfriendly fishermen aboard the wrong boat.,,PG-13,Comedy,Adam Resnick,Adam Resnick,"Chris Elliott, Ann Magnuson, Ritch Brinkley, James Gammon, Brian Doyle-Murray, Russ Tamblyn, Ricki Lake, David Letterman, Brion James, Sharon Bialy, Melora Walters, Mike Starr, Debi Manwiller, Andy Richter, Alfred Molina, Richard Pagano, I.M. Hobson, Alex Nevil, David Sterry, Bob Elliott, Edward Flotard, Jim Cummings",1994-01-07,2016-02-18,80.0,Buena Vista Pictures,Rotten,46.0,26.0,Spilled,42.0,11658.0,3,12,14,C
m/cabin_fever_2016,Cabin Fever,"Fresh out of college, five friends (Nadine Crocker, Matthew Daddario, Samuel Davis) face the horrors of a flesh-eating virus while staying at a remote cabin.",No need for a quarantine -- enthusiasm for this inert remake is not contagious.,R,Horror,"Travis Zariwny, Eli Roth","Randy Pearlstein, Eli Roth","Gage Golightly, Matthew Daddario, Nadine Crocker, Dustin Ingram, Samuel Davis, Randy Schulman, Louise Linton, George Griffith, Tim Zajaros, Aaron Trainor, Laura Kenny, Bradford Farwell, Derrick Means, Jason Rouse, Benton Morris, Dawson Doupe, Teresa Decher, Lorraine Bahr, Ted Pfeiffer, Michelle Darris, Rider Strong, Jordan Ladd, James DeBello, Cerina Vincent, Joey Kern, Arie Verveen, Tim Parati, Hal Courtney, Matthew Helms, Richard Boone",2016-02-12,2016-10-01,99.0,Pelican Point Media,Rotten,0.0,28.0,Spilled,12.0,695.0,8,0,28,C
m/1125409-cabin_fever,Cabin Fever,"Bert (James DeBello), a college student vacationing with friends in the mountains, mistakenly shoots a local man (Arie Verveen) with a skin infection while hunting in the woods. Panicking, he abandons the scene and leaves the man for dead. When the man stumbles into a reservoir, he infects the water supply, and soon one of Bert's friends becomes infected. The friends struggle to stop the contagious, flesh-eating disease while on the run from a group of ornery backwoods locals out for revenge.","More gory than scary, Cabin Fever is satisfied with paying homage to genre conventions rather than reinventing them.",R,"Horror, Mystery & Suspense",Eli Roth,"Randy Pearlstein, Eli Roth","Rider Strong, Jordan Ladd, Joey Kern, Cerina Vincent, James DeBello, Arie Verveen, Giuseppe Andrews, Robert Harris, Eli Roth, Hal Courtney, Matthew Helms, Richard Boone, Tim Parati, Christy Ward, Michael Harding, Julie Childress, David Kaufbird, Dalton McGuire, Jana Farmer, Dante Walker, Jeff Rendell, R. Brandon Johnson, Philip Fox, Cherie Rodgers, Sam Froelich, Bill Terrell, Richard Terrell, Jeff Evans, Mike Hill, J.K. Godbold, Richard Fullerton, Phil Fox, Darcy Jo Martin, Gabriel A. Roth, Donald Lee Hall Jr., Jeremy A. Metcalf, Noah Belson, Doug McDermott, Matt Cappiello, Jessica Masserman, Paige Hunter, Gino Vincent, Shiloh Strong, Jay Aaseng, Matthew Schwarz, Jessica Shortkoff, Rock, Mark Morse, Heather Simmons, Dean Masserman, Gabriel Roth and the Mirrors, Tom Terrell, Evan Astrowsky, Luke Blackwood, Mark C. Schwarz, Shana Schwarz, Joe Adams, Adam Roth, Jeff Hoffman, Tommy Terrell, John Neff, Nancy Neff, Michael Reardon, Glenn Weisberger, Roy Wood",2002-09-01,2016-05-23,94.0,Lion's Gate Films,Fresh,62.0,140.0,Spilled,44.0,250223.0,34,87,53,C
m/cabin_fever_3_patient_zero,Cabin Fever 3 Patient Zero,"Vacationers think they've found the perfect place for a bachelor party, but a deadly, flesh-eating virus is waiting to infect them.",,NR,"Horror, Mystery & Suspense",Kaare Andrews,Jake Wade Wall,"Ryan Donowho, Brando Eaton, Jillian Murray, Mitch Ryan, Lydia Hearst, Sean Astin, Currie Graham, Solly Duran, Claudette Lali, Juan Papo Bancalari, Marie Bazile, Roberto Linval, Magio Mojica, Omar Luis, Juan Alberto de Burgos, Juan Colon, Jorge Kiko Loubriel, Jerson Guerrero, Jorge Manzano",2014-08-01,2016-08-10,94.0,RLJ/Image Entertainment,Rotten,24.0,21.0,Spilled,14.0,762.0,7,5,16,C
m/cabin_in_the_sky,Cabin In The Sky,"When compulsive gambler Little Joe Jackson (Eddie ""Rochester"" Anderson) dies in a drunken fight, he awakens in purgatory, where he learns that he will be sent back to Earth for six months to prove that he deserves to be in heaven. He awakens, remembering nothing and struggles to do right by his devout wife, Petunia (Ethel Waters), while an angel known as the General (Kenneth Spencer) and the devil's son, Lucifer Jr. (Rex Ingram), fight for his soul.",Cabin in the Sky overcomes some questionable storytelling choices thanks to irresistible musical numbers and a brilliantly talented cast.,NR,"Classics, Drama, Musical & Performing Arts, Science Fiction & Fantasy",Vincente Minnelli,Joseph Schrank,"Ethel Waters, Eddie 'Rochester' Anderson, Lena Horne, Louis Armstrong, Rex Ingram, Kenneth Spencer, John ""Bubbles"" Sublett, Oscar Polk, Mantan Moreland, Willie Best, Fletcher Rivers, Leon James, William Bailey, Ford L. Washington, Ford L. 'Buck' Washington, Butterfly McQueen, Ruby Dandridge, Stewart Nicodemus, Ernest Whitman, Duke Ellington, Archie Savage",1943-04-09,2012-04-16,98.0,WARNER BROTHERS PICTURES,Fresh,85.0,20.0,Upright,81.0,1974.0,6,17,3,C
m/cabiria,Cabiria,"Young Sicilian girl Cabiria (Lidia Quaranta) and her nurse, Croessa (Gina Marangoni), survive a devastating volcanic eruption, only to be taken by Phoenicians to Carthage. As the second of the Punic Wars rages between Carthage and Rome, the pair is sold into slavery, and Cabiria is intended as an offering to the god Moloch and the child-eating statue Kronos. Croessa convinces Roman Fulvius Axilla (Umberto Mozzato) to rescue Cabiria, yet afterward the girl remains in slavery for another decade.",,NR,"Art House & International, Classics, Drama",Giovanni Pastrone,Gabriele D'Annunzio,"Alex Bernard, Italia Almirante-Manzini, Lidia Quaranta, Almirante Manzini, Umberto Mozzato, Bartolomeo Pagano, Luigi Chellini, Ernesto Pagani, Edoardo Davesnes, Enrico Gemelli, Antonio Branioni",1914-06-01,2016-07-01,123.0,Itala Film,Fresh,96.0,26.0,Upright,69.0,1155.0,11,25,1,C
m/cache_2005,Cache,,A creepy French psychological thriller that commands the audience's attention throughout.,R,"Art House & International, Drama, Mystery & Suspense",Michael Haneke,Michael Haneke,"Daniel Auteuil, Juliette Binoche, Maurice Bénichou, Annie Girardot, Lester Makedonsky, Bernard Le Coq, Walid Afkir, Daniel Duval, Nathalie Richard, Denis Podalydès, Aïssa Maïga, Caroline Baehr, Paule Dare, Marie Kremer, Hugo Flamigni, Malik Nait Djoudi, Christian Benedetti, Annette Faure, Diouc Koma",2005-12-23,,,Sony Pictures Classics,Certified-Fresh,89.0,135.0,Upright,78.0,51481.0,37,120,15,C
m/cactus_flower,Cactus Flower,"Distraught when her middle-aged lover breaks a date with her, 21-year-old Toni Simmons (Goldie Hawn) attempts suicide. Impressed by her action, her lover, dentist Julian Winston (Walter Matthau) reconsiders marrying Toni, but he worries about her insistence on honesty. Having fabricated a wife and three children, Julian readily accepts when his devoted nurse, Stephanie (Ingrid Bergman), who has secretly loved Julian for years, offers to act as his wife and demand a divorce.",,PG,"Classics, Comedy",Gene Saks,I.A.L. Diamond,"Walter Matthau, Ingrid Bergman, Goldie Hawn, Jack Weston, Rick Lenz, Vito Scotti, Irene Hervey, Eve Bruce, Irwin Charone, Mathew Saks, Matthew Saks",1969-01-01,2012-04-16,103.0,Sony Pictures Entertainment,Fresh,88.0,17.0,Upright,81.0,4758.0,3,15,2,C
m/caddyshack,Caddyshack,"Danny Noonan (Michael O'Keefe), a teen down on his luck, works as a caddy at the snob-infested Bushwood Country Club to raise money for his college education. In an attempt to gain votes for a college scholarship reserved for caddies, Noonan volunteers to caddy for a prominent and influential club member (Ted Knight). Meanwhile, Danny struggles to prepare for the high pressure Caddy Day golf tournament while absorbing New Age advice from wealthy golf guru Ty Webb (Chevy Chase).","Though unabashedly crude and juvenile, Caddyshack nevertheless scores with its classic slapstick, unforgettable characters, and endlessly quotable dialogue.",R,"Comedy, Special Interest",Harold Ramis,"Brian Doyle Murray, Brian Doyle-Murray, Harold Ramis, Douglas Kenney, Bill Murray, Dave Thomas","Chevy Chase, Rodney Dangerfield, Ted Knight, Bill Murray, Michael O'Keefe, Sarah Holcomb, Scott Colomby, Cindy Morgan, Dan Resin, Brian Doyle-Murray, Elaine Aiken, Henry Wilcoxon, John F. Barmon Jr., Kenneth Burritt, Rebecca Burritt, Albert Salmi, Ann Ryerson, Hamilton Mitchell, Lois Kibbee, Brian Doyle Murray, Brian McConnachie, Scott Powell, Fred Buch, Frank Schuller, Ann Crilley, Cordis Heard, Mel Pape, Scott Sudden, Bruce McLaughlin, Jackie Davis, Allison Caine, Thomas A. Carlin, Minerva Scelza, Dr. Dow",1980-07-25,2008-10-14,98.0,Warner Bros. Pictures,Certified-Fresh,73.0,59.0,Upright,87.0,203804.0,13,43,16,C
m/caddyshack_2,Caddyshack Ii,"Jack Hartounian (Jackie Mason), a boorish but good-hearted real estate tycoon, applies for membership at a snooty country club, but is blackballed by the old-money WASPs, led by Chandler Young (Robert Stack). As revenge, he simply buys the club outright and turns it into a garish amusement park. Chandler wants to win the property back by challenging Jack to a golf match, but he hedges his bets by hiring deranged mercenary Tom Everett (Dan Aykroyd) to eliminate his competition.","Handicapped by a family friendly PG rating, even the talents of Caddyshack II's all-star comic cast can't save it from its lazy, laughless script and uninspired direction.",PG,Comedy,Allan Arkush,"Harold Ramis, Jeffrey Price, Peter S. Seaman, Brian Doyle-Murray, Peter Torokvei","Jackie Mason, Robert Stack, Dyan Cannon, Chevy Chase, Dina Merrill, Jonathan Silverman, Brian McNamara, Jessica Lundy, Chynna Phillips, Randy Quaid, Marsha Warfield, Glenn Daniels, Paul Bartel, Dan Aykroyd, Tony Mockus Sr., Pepe Serna, Bibi Osterwald, Don Draper, Ted Hartley, Andre Rosey Brown, Carlos Cervantes, Dennis Bowen, Mark Christopher Lawrence, Sid Conrad, Ben Hartigan, Diana James, Mary Stavin",1988-07-22,2014-07-24,98.0,Warner Home Video,Rotten,4.0,24.0,Spilled,18.0,27421.0,6,1,23,C
m/cadence,Cadence,A misfit soldier (Charlie Sheen) lands in a bully's (Martin Sheen) stockade with five men united by their race and their walk.,,PG-13,"Drama, Mystery & Suspense",Martin Sheen,"Martin Sheen, Dennis Schryack, Dennis Shryack","Charlie Sheen, Martin Sheen, Ramon Estevez, F. Murray Abraham, Laurence Fishburne, Blu Mankuma, Michael Beach, Harry Stewart, John Toles-Bey, James Marshall, Jay Brazeau, Michelle Anton Allen, Samantha Langevan, Ken Douglas, Weston McMillan, David Michael O'Neill, Linda Francis, Allan Lysell, Don S. Davis, Roark Critchlow, Doug Judge, Alec Burden, Steve Hilton, Joe Lowry, Lochlyn Munro, Tom McBeath, Tom MacBeath, Jennifer Griffen, Samantha Langevin, Jennifer Griffin, Brent Stait, Deryl Hayes, Tony Pantages, Douglas Judge, Matt Clark, Robert Gazzola, David Glyn-Jones",1989-06-01,2015-09-13,97.0,Republic Pictures Home Video,Rotten,42.0,12.0,Upright,70.0,7086.0,4,5,7,C
m/cadillac_records,Cadillac Records,"In 1947 Chicago, Polish emigrant and bar owner Leonard Chess (Adrien Brody) hires a blues combo that includes guitarist Muddy Waters (Jeffrey Wright) and harmonica player Little Walter (Columbus Short). Waters' and Walter's success leads to Chess' management of stars Etta James (Beyoncé Knowles), Howlin' Wolf (Eamonn Walker), Chuck Berry (Mos Def) and others. Inevitably, business and personal lines blur as the sometimes-turbulent lives of the musicians play out.","What Cadillac Records may lack in originality, it more than makes up for in strong performances and soul-stirring music.",R,"Drama, Musical & Performing Arts",Darnell Martin,Darnell Martin,"Adrien Brody, Beyoncé Knowles, Emmanuelle Chriqui, Gabrielle Union, Yasiin Bey, Jeffrey Wright, Columbus Short, Cedric the Entertainer, Eamonn Walker, Eric Bogosian, Tammy Blanchard, Shiloh Fernandez, Valence Thomas, Jay O. Sanders, Jake Robards, Norman Reedus, Ginnie Randall, Natasha Ononogbo, Kevin Mambo, Malikha Mallette, Chyna Layne, Rayan Lawrence, Albert Jones, Suzette Gunn, Jill Flint, Marc Bonan, Tony Bentley",2008-12-05,2012-04-16,108.0,Sony Pictures,Fresh,67.0,123.0,Upright,65.0,63236.0,46,82,41,C
m/caesar_must_die_2012,Caesar Must Die,"Inmates in a high-security prison prepare for a public performance of Shakespeare's ""Julius Caesar.""",,NR,"Art House & International, Documentary, Drama, Musical & Performing Arts, Special Interest","Paolo Taviani, Vittorio Taviani",Fabio Cavalli,"Cosimo Rega, Salvatore Striano, Giovanni Arcuri, Antonio Frasca, Juan Dario Bonetti, Vittorio Parrella, Rosario Majorana, Vincenzo Gallo, Francesco de Masi, Gennaro Solito, Francesco Carusone, Fabio Rizzuto, Maurilio Giaffreda, Cosimo Raga",2013-02-06,2016-03-25,76.0,Adopt Films,Certified-Fresh,92.0,50.0,Upright,74.0,3482.0,22,46,4,C
m/cafe_de_flore,Cafe De Flore,Parallel stories revolve around a present-day disc jockey (Kevin Parent) and a single mother (Vanessa Paradis) in the 1960s.,,R,"Art House & International, Drama",Jean-Marc Vallée,Jean-Marc Vallée,"Vanessa Paradis, Kevin Parent, Hélène Florent, Evelyne Brochu, Martin Gerrier, Alice Dubois, Evelyne De La Cheneliere, Michel Dumont, Linda Smith, Joanny Corbeil-Picher, Rosalie Fortier, Michel Laperrière, Caroline Bal, Nicolas Marie, Pascal Elso, Jerome Kircher, Claire Vernet, Manon Balthazard, ??mile Vallée, Chanel Fontaine, Valérie Beaugrand-Champagne, Dinah Washington",2012-11-02,2017-05-07,120.0,Adopt Films,Fresh,64.0,55.0,Upright,76.0,4017.0,16,35,20,C
m/cafe_society_2016,Cafe Society,"Looking for an exciting career, young Bobby Dorfman leaves New York for the glitz and glamour of 1930s Hollywood. After landing a job with his uncle, Bobby falls for Vonnie, a charming woman who happens to be his employer's mistress. Settling for friendship but ultimately heartbroken, Bobby returns to the Bronx and begins working in a nightclub. Everything falls into place when he finds romance with a beautiful socialite, until Vonnie walks back into his life and captures his heart once again.",Café Society's lovely visuals and charming performances round out a lightweight late-period Allen comedy whose genuine pleasures offset its amiable predictability.,PG-13,"Comedy, Romance",Woody Allen,Woody Allen,"Jeannie Berlin, Steve Carell, Jesse Eisenberg, Blake Lively, Parker Posey, Kristen Stewart, Corey Stoll, Ken Stott, Anna Camp, Stephen Kunken, Sari Lennick, Paul Schneider, Sheryl Lee, Todd Weeks, Paul Schackman, Jodi Carlisle, Richard Portnow, Laurel Griggs, Saul Stein, Gabriel Millman, Craig Walker, Edward James Hyland, John Doumanian, Don Stark, Gregg Binkley, Anthony DiMaria, Shae D'Lyn, Steve Routman, William H. Burns, Tyler Reid, Lev Gorn, William Benvanides, Steve Rosen, Kaili Vernoff, Douglas McGrath",2016-07-15,2016-10-18,96.0,Perdido Productions,Fresh,71.0,253.0,Spilled,56.0,13746.0,52,179,74,C
m/caffeine,Caffeine,"At a café in London, manager Rachel (Marsha Thomason) fires her cheating boyfriend, Charlie (Callum Blue), the cook, just before the lunchtime rush. His job falls to a waiter, Tom (Mark Pellegrino), with zero grill skills. Meanwhile, the customers deal with broken hearts, bad dates and jealousy -- not to mention the crazed mother of one of the waitresses. Rachel plans to escape the chaos by working at a fancier restaurant, which, unfortunately, has chosen that day to observe her in action.",,R,Comedy,John Cosgrove,Dean Craig,"Mena Suvari, Marsha Thomason, Katherine Heigl, Andrew Lee Potts, Mike Vogel, Breckin Meyer, Callum Blue, Mark Pellegrino, Sonya Walger, Orlando Seale, Paula Jane Newman, Brian J. Watson, Roz Witt, Steve Humphreys, Bridget Ann Brno, Nikki Collins, Teena Collins, Brooke Mason, Jules Leyser, Daz Crawford, Andrew Ableson, Mark Dymond, Neil Dickson",2007-03-16,2016-11-03,88.0,First Look Pictures,Rotten,0.0,9.0,Spilled,39.0,4473.0,3,0,9,C
m/cairo_time,Cairo Time,"With some time off from her job as a magazine editor, New Yorker Juliette (Patricia Clarkson) decides to share a holiday with her husband, who works for the United Nations. Upon arriving in Cairo, however, she finds he's stuck in Gaza, and he sends his former bodyguard, Tareq (Alexander Siddig) -- now relocated back in Cairo to work at his family business -- to act as her guide around the city. Soon Juliette finds herself captivated by both the city and her companion.","Though potentially too slowly paced for some, Cairo Time lingers long after the closing credits, largely due to a wonderful performance by Patricia Clarkson.",PG,"Art House & International, Drama, Romance",Ruba Nadda,Ruba Nadda,"Patricia Clarkson, Alexander Siddig, Elena Anaya, Amina Annabi, Tom McCamus, Mona Hala, Mohamed Abdel Fattah, Hossam Abdulla, Nabil Shazli, Fadia Nadda, Ahmed Ghareeb Hanafi, Mohamoud El Gazar, Roanne Bell, Andrew Cullen, Katie Sherif, Michelle Power, Sarah Farouk Ahmed, Abdullah Ibrahim, Ibramo Wafik Aboul, Seoud, Magdy Hafez, Vincenzo, Nagham Osman, Ahmed El Ashry, Magda Thabet, Robert Pandini, Mariam Mikiwi, Ahmed Abu Seda, Sherif Attira, Khouloud Kamel, Heba Hammad, Mohamed Shahin, Esraa Atef-El Shenawy, Ibrahim Salah, Amr Abul Nasr, Cosima, Uta, Nader Basyouni, Radi Ali Ahmed, Tarek Hariri, Miso Kontrec, Chole Sharon, Eman El Nagar, Abdel Hameed El Belkassy, Gigi, Mariam Aboul Magd, Hesham Saleh, Mohamed Waleed, Wagif, Hesham Abou El Magd, Daniel Iron",2010-08-06,2016-09-27,88.0,IFC Films,Certified-Fresh,81.0,80.0,Upright,62.0,4867.0,27,65,15,C
m/cake_2015,Cake,"After having visions of a member of her support group who killed herself, a woman (Jennifer Aniston) who also suffers with chronic pain seeks out the widower (Sam Worthington) of the suicide.","Cake finds Jennifer Aniston making the most of an overdue opportunity to test her dramatic chops, but it lacks sufficient depth or warmth to recommend for all but her most ardent fans.",R,Drama,Daniel Barnz,Patrick Tobin,"Jennifer Aniston, Anna Kendrick, Adriana Barraza, Sam Worthington, Chris Messina, Mamie Gummer, Felicity Huffman, William H. Macy, Britt Robertson, Lucy Punch",2015-01-23,2015-11-19,102.0,Cinelou Films,Rotten,48.0,126.0,Spilled,44.0,15356.0,43,61,66,C
m/1003399-calamity_jane,Calamity Jane,"In the lonely Deadwood, Dakota, territory, sharpshooter Calamity Jane (Doris Day) falls for cavalry Lt. Danny Gilmartin (Philip Carey) when she is forced to rescue him from the Indians. Recognizing that the women-starved townsmen long for a ""real"" woman, Calamity journeys to Chicago to bring back famous singer Adelaid Adams, but mistakenly brings her maid Katie instead. Heartbroken when Danny falls for Katie, Calamity all but ignores her jovial friend Wild Bill Hickok (Howard Keel).",,G,"Classics, Comedy, Musical & Performing Arts, Western, Romance",David Butler,James O'Hanlon,"Doris Day, Howard Keel, Allyn Ann McLerie, Dick Wesson, Philip Carey, Paul Harvey, Chubby Johnson, Gale Robbins, Dick Wessel",1953-11-04,2012-10-23,101.0,WARNER BROTHERS PICTURES,Fresh,71.0,21.0,Upright,87.0,20693.0,4,15,6,C
m/1045706-calendar_girl,Calendar Girl,"In 1962, lifelong friends Roy Darpinian (Jason Priestley), Ned Bleuer (Gabriel Olds) and Scott Foreman (Jerry O'Connell) have just graduated from their small Nevada town's high school. With time running out before Roy must report for Army training, he is determined to meet his ideal woman, Marilyn Monroe (Stephanie Anderson). After he steals a car from his loan-shark employers, Arturo (Kurt Fuller) and Antonio (Stephen Tobolowsky), the trio hits the road for Los Angeles.",,PG-13,"Comedy, Drama, Romance",John Whitesell,Paul W. Shapiro,"Jason Priestley, Gabriel Olds, Jerry O'Connell, Joe Pantoliano, Steve Railsback, Kurt Fuller, Stephen Tobolowsky, Emily Warfield, Stephanie Anderson, Maxwell Caulfield, Chubby Checker, Michael Quill, Leslie Wing, Sean Fox, Kevin Michaels, Blake McIver Ewing, Michael David Kaye, Sean Fitzgerald, Maggie Simman, Elizabeth Quill, Emily Whitesell, Timothy Heath, Christine Taylor, Cortney Page",,2014-01-02,90.0,Sony Pictures Home Entertainment,Rotten,11.0,19.0,Spilled,31.0,5261.0,10,2,17,C
m/calendar_girls,Calendar Girls,"After the death of her best friend's husband from cancer, spirited Yorkshire housewife Chris Harper (Helen Mirren) hatches a scheme to raise money for a memorial to him. Utilizing a tradition from the hidebound Woman's Institute association, Chris encourages Annie (Julie Walters) and their friends to create a calendar -- with the novel detail of using the middle-aged women of their village as nude models. The idea stuns the husbands and a wary young photographer (Philip Glenister).","A charming, but cliched comedy reminiscent of The Full Monty.",PG-13,"Comedy, Special Interest",Nigel Cole,"Juliette Towhidi, Tim Firth","Helen Mirren, Julie Walters, John Alderton, Linda Bassett, Annette Crosbie, Philip Glenister, Ciarán Hinds, Celia Imrie, Celia Inrie, Geraldine James, Penelope Wilton, George Costigan, Graham Crowden, John Fortune, Georgie Glen, Angela Curran, Rosalind March, John-Paul Macleod, Marc Pickering, John Sharian, Belinda Everett, Harriet Thorpe, Gillian Wright, Ian Embleton, Janet Howd, Lesley Staples, Richard Braine, Maggie McCarthy, Diana Marchment, Celia Henebury, Ted Robbins, Arthur Kelly, Alison Pargeter, Tim Barker, Angus Barnett, Frank Barrie, John Sparkes, Merryn Owen, Richard Ashton, Shameer Madarbakus, Elizabeth Ann Bennett, Simon Ludders, Darren Southworth, Sharon Thomas, Christa Ackroyd, Geoffrey Wilkinson, Bob Flag, Mark Hayford, Russell Geoffrey Banks, Wilfred Harrison, Adil Hussain, Waqas Altaf, Paul McLeary, Peter Lorenzelli, Jay Leno, Matt Malloy, Patton Oswalt, Craig Kirkwood, Frank Bello, John Bush, Scott Ian Rosenfeld, Ashley Niles, Angela Marie Baker, Beryl Bamforth, Christine Clancy, Ros Fawcett, Lynda Logan, Tricia Stewart, Roy the Postman",2003-12-19,2015-11-07,108.0,Buena Vista Pictures,Certified-Fresh,74.0,126.0,Upright,67.0,74464.0,35,93,33,C
m/calibre,Calibre,Two friends have their nerves and morals tested during a hunting trip in Scotland.,,NR,Mystery & Suspense,Matt Palmer,Matt Palmer,"Jack Lowden, Martin McCann, Tony Curran, Ian Pirie, Kate Bracken, Kitty Lovett, Cal Macaninch, Cameron Jack, Olivia Morgan",,2018-06-29,101.0,Netflix,Fresh,95.0,20.0,Upright,74.0,691.0,3,19,1,C
m/california_dreamin,California Dreamin Nesfarsit Endless,A railway chief delays a shipment of weapons for NATO forces during the Kosovo War in 1999.,,NR,"Art House & International, Comedy, Documentary, Drama",Cristian Nemescu,"Cristian Nemescu, Catherine Linstrum, Tudor Voican","Armand Assante, Jamie Elman, Razvan Vasilescu, Maria Dinulescu, Alex Margineanu, Ion Sapdaru, Alexandru Dragoi, Andi Vasluianu, Sabina Branduse, Alexandru Georgescu, Catalina Mustata, Laura Voicu, Constantin Dita",2007-05-26,2020-04-26,155.0,Artificial Eye,Fresh,89.0,18.0,Upright,82.0,2131.0,6,16,2,C
m/california_solo,California Solo,"A boozy, washed-up rocker (Robert Carlyle) must finally come to terms with his inner demons when he is threatened with deportation in the wake of a DUI arrest combined with an old drug charge.",,NR,"Comedy, Drama",Marshall Lewy,Marshall Lewy,"Robert Carlyle, Alexia Rasmussen, Kathleen Wilhoite, A Martinez, Michael Des Barres, Danny Masterson, Savannah Lathem, Eli Vargas, Brian Chenoweth, Stephen Jared, Wiley M. Pickett, Anna Khaja, Robert Cicchini, Brad Greenquist, Ping Wu, William Russ, Hal Landon Jr., Ella Joyce, Patrick Gallagher, Dale Nieli, Niko Nicotera, Adam Arian, Heather Fowler",2012-11-30,2016-08-10,94.0,Strand Releasing,Fresh,68.0,25.0,Spilled,54.0,443.0,15,17,8,C
m/california_split,California Split,"Carefree single guy Charlie Waters (Elliott Gould) rooms with two lovely prostitutes, Barbara Miller (Ann Prentiss) and Susan Peters (Gwen Welles), and lives to gamble. Along with his glum betting buddy, Bill Denny (George Segal), Charlie sets out on a gambling streak in search of the ever-elusive big payday. While Charlie and Bill have some lucky moments, they also have to contend with serious setbacks that threaten to derail their hedonistic betting binge.",,R,"Classics, Comedy, Drama",Robert Altman,Joseph Walsh,"George Segal, Elliott Gould, Ann Prentiss, Gwen Welles, Ed Walsh, Joseph Walsh, Vincent Palmieri, Bert Remsen, Barbara London, Barbara Ruick, Jay Fletcher, Jeff Goldblum, Barbara Colby, Vince Palmieri, Jack Riley, Alyce Passman, Joanne Strauss, Sierra Bandit, John Considine, Gene Troobnick, Richard Kennedy, John Winston, Bill A. Duffy, Eugene Troobnick, Mike Greene, Tom Signorelli, Sharon Compton, Arnold Herzatein, Marc Cavell, Alvin Weissman, Mickey Fox, Carolyn Lohmann, Thomas ""Amarillo Slim"" Preston, Winston Lee, Harry Drackett, Thomas Hal Phillips, Ted Say, A.J. Hood",1974-08-07,2014-05-14,108.0,Columbia Pictures,Fresh,88.0,17.0,Upright,83.0,2905.0,7,15,2,C
